Q4,Q5,Q5_TEXT,Q6,Q7,Q8,Q9_22,Q9_23,Q9_24,Q9_25,Q9_26,Q9_27,Q9_28,Q9_29,Q9_30,Q9_31,Q9_32,Q9_33,Q9_34,Q9_35,Q9_36,Q9_37,Q9_38,Q9_39,Q10_40,Q10_41,Q10_42,Q10_43,Q10_44,Q10_45,Q10_46,Q10_47,Q10_48,Q10_49,Q10_50,Q10_51,Q10_52,Q10_53,Q10_54,Q10_55,Q10_56,Q10_57,Q11,Q12_58,Q12_59,Q12_60,Q12_61,Q12_62,Q12_63,Q12_64,Q12_65,Q12_66,Q12_67,Q12_68,Q12_69,Q12_70,Q12_71,Q12_72,Q12_73,Q12_74,Q12_75,Q12_76,Q12_77,Q12_78,Q12_79,Q12_80,Q12_81,Q12_82,Q12_83,Q12_84,Q12_85,Q13_79,Q13_80,Q13_81,Q13_82,Q13_83,Q14_1,Q15,Q16,Q17,Q18,Q19,LocationLatitude,LocationLongitude,LocationAccuracy
doudou,5, ,1,5,1,3,4,4,3,6,2,6,1,5,1,2,2,5,4,6,7,5,3,5,2,4,3,5,7,4,6,3,3,1,2,5,6,6,2,4,7,1,3,1,6,5,3,1,4,2,5,3,7,5,2,4,4,3,2,6,5,2,3,6,7,2,6,5,4,4,6,4,7,5,6,29,0,12.5,5,1,1,35.588897705078,112.24578857422,-1
H&M,3, ,2,7,1,6,7,5,6,6,5,7,5,5,4,4,6,6,3,6,7,7,7,6,5,7,5,5,7,7,6,7,6,5,5,7,5,6,6,6,5,1,4,7,6,5,7,5,6,7,7,6,7,7,7,7,6,4,4,4,6,7,7,7,6,5,3,7,7,7,7,7,7,5,5,18,0,62.5,3,5,1,40.906402587891,-73.131896972656,-1
Apple Store,2, ,3,7,1,6,7,7,6,3,5,3,5,5,6,5,6,6,6,5,6,4,6,6,6,5,5,6,7,5,4,4,7,7,5,6,5,6,6,6,5,1,7,5,6,5,5,4,5,5,6,3,5,6,6,7,3,4,5,4,6,6,5,7,7,3,5,6,4,6,6,7,5,7,6,32,1,37.5,5,1,1,40.705795288086,-73.592300415039,-1
TJ maxx,3, ,2,10,1,4,4,5,4,3,6,5,5,5,5,5,6,5,4,5,6,6,4,5,6,6,5,6,7,7,5,5,4,6,5,6,6,6,6,7,6,1,4,6,6,5,5,5,4,5,5,4,6,6,5,5,5,6,6,4,5,5,5,7,6,6,5,6,5,6,6,5,6,6,4,29,1,12.5,4,5,1,40.696304321289,-73.620697021484,-1
trade and joe's,1, ,3,5,1,5,7,7,7,7,7,6,5,5,7,6,6,5,6,6,5,6,7,7,4,5,6,6,7,6,6,6,6,6,4,6,5,5,6,4,6,1,5,7,4,5,5,5,3,2,6,3,7,7,7,7,2,3,5,2,6,5,4,4,5,2,5,5,6,4,6,5,6,5,5,26,0,12.5,3,5,1,40.714294433594,-74.005996704102,-1
whole food,1, ,2,5,1,7,6,7,6,6,7,6,6,5,5,6,5,6,4,5,5,6,6,6,5,6,6,6,7,5,4,4,4,6,5,6,5,5,4,6,4,1,5,5,6,5,6,6,4,4,5,3,7,6,6,5,3,5,4,3,4,5,6,5,5,5,5,5,5,5,5,6,5,6,6,31,1,12.5,3,2,1,40.653900146484,-73.608200073242,-1
Walmart,1, ,2,5,1,6,5,7,6,6,6,5,6,6,6,6,6,6,7,6,7,6,6,6,5,6,6,6,7,6,4,5,6,6,5,6,6,6,7,4,5,1,6,6,5,5,7,6,7,5,5,4,6,6,6,6,7,5,7,6,7,6,7,6,5,6,6,6,7,6,5,6,6,7,6,55,1,112.5,5,1,1,40.696304321289,-73.620697021484,-1
Vince,3, ,3,7,1,7,6,7,6,6,6,6,6,6,6,7,6,7,5,6,6,7,6,6,6,6,6,6,7,6,5,7,6,6,7,5,5,5,5,6,5,1,6,6,6,5,7,5,6,5,5,6,7,7,7,5,7,6,5,7,5,5,7,5,6,6,5,7,6,6,5,5,6,6,5,25,0,12.5,5,1,1,39.938903808594,-75.184700012207,-1
urban outflitter,3, ,3,7,1,6,7,7,7,4,5,5,6,4,4,6,5,6,7,6,6,7,6,7,6,4,7,6,7,7,6,5,6,7,5,7,5,6,6,6,5,1,6,5,4,5,4,4,4,6,5,4,7,6,6,6,4,4,5,4,7,7,7,5,4,6,5,6,4,4,5,7,5,7,5,25,1,12.5,3,2,1,40.696304321289,-73.620697021484,-1
h mart,1, ,2,5,1,7,7,6,5,6,6,5,7,6,5,6,5,6,6,6,7,6,6,7,5,6,7,6,7,7,7,6,5,6,6,6,4,5,6,5,6,1,7,6,7,5,6,6,6,7,6,6,6,5,6,6,7,6,5,6,7,5,6,6,6,6,6,5,7,7,4,5,6,6,7,37,0,162.5,5,1,1,40.650100708008,-73.949600219727,-1
stop&shop,1, ,2,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,6,6,7,6,5,5,6,6,6,5,5,6,1,5,6,6,5,6,7,6,5,6,5,7,6,7,6,6,7,5,5,6,7,5,5,6,7,6,6,7,6,6,6,5,6,6,25,1,12.5,3,5,1,53.333099365234,-6.2489013671875,-1
stop&shop,1, ,2,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,6,6,7,6,5,5,6,6,6,5,5,6,1,5,6,6,5,6,7,6,5,6,5,7,6,7,6,6,7,5,5,6,7,5,5,6,7,6,6,7,6,6,6,5,6,6,25,1,12.5,3,5,1,40.696304321289,-73.620697021484,-1
Trader Joe,1, ,2,5,1,6,6,7,6,4,6,5,6,4,5,5,5,6,6,4,6,6,7,5,7,7,7,6,7,7,5,7,7,6,7,7,5,5,6,6,7,1,6,7,5,5,6,7,6,7,6,6,5,7,5,6,6,7,5,6,7,5,5,6,7,6,7,6,7,6,7,6,5,7,5,36,1,62.5,5,1,1,40.696304321289,-73.620697021484,-1
BJ'S,1, ,2,6,1,7,6,6,7,7,7,7,7,6,6,7,6,6,5,7,6,6,6,7,6,7,7,6,7,7,7,6,6,6,7,7,7,7,7,7,7,1,6,7,7,5,7,5,7,4,7,7,5,7,6,6,3,6,6,6,7,7,6,7,6,7,6,6,5,6,6,6,7,7,7,32,1,37.5,5,1,1,40.722793579102,-73.516998291016,-1
H Market,1, ,2,5,1,7,6,7,5,7,5,3,5,2,4,6,5,6,4,3,7,4,6,4,6,4,5,7,7,4,4,6,6,3,3,6,2,3,2,3,4,1,6,7,7,5,6,6,5,7,6,6,7,7,6,7,5,5,5,6,6,5,7,6,5,6,6,5,5,6,6,6,5,6,7,36,0,37.5,4,2,1,40.722793579102,-73.516998291016,-1
chipotle,1, ,3,5,1,5,3,5,5,2,6,3,7,6,6,3,5,6,5,6,5,6,5,6,7,6,6,7,7,7,4,6,5,6,6,7,5,5,6,5,6,1,4,4,4,5,4,4,3,4,4,3,4,5,5,4,4,3,5,2,2,4,5,5,5,5,5,6,3,6,4,6,4,5,4,24,1,37.5,5,5,1,40.735397338867,-73.878303527832,-1
bust buy,3, ,2,9,1,3,5,3,6,5,6,3,5,7,5,3,6,3,6,3,3,6,5,6,5,3,6,3,1,3,6,6,6,6,6,6,6,2,2,3,6,1,5,5,6,6,6,4,2,6,2,4,6,6,6,6,2,2,2,4,6,4,3,3,6,6,6,2,6,6,3,6,2,2,6,26,0,12.5,5,5,1,35,105,-1
dick's,2, ,2,7,1,4,2,4,4,2,2,4,4,3,4,3,4,4,3,3,3,3,2,4,2,3,3,4,1,3,4,1,4,2,4,4,4,3,3,4,4,1,4,7,6,6,7,6,4,6,4,3,5,4,5,6,5,5,4,6,5,7,7,3,7,6,6,6,7,7,6,6,5,6,6,32,1,37.5,4,5,1,40.7333984375,-73.428100585938,-1
7-11,1, ,3,9,1,7,5,5,6,1,6,1,6,6,4,2,6,2,2,6,6,3,6,4,4,2,5,1,2,4,2,2,2,7,5,4,6,6,4,2,7,1,5,6,5,6,5,2,3,4,6,5,3,5,6,6,6,6,6,6,5,5,6,5,6,5,5,5,5,6,5,5,4,2,5,36,1,62.5,5,5,1,24.804702758789,120.9714050293,-1
WALMART,1, ,3,10,1,6,4,2,6,6,3,5,5,4,5,1,6,5,2,7,3,7,2,4,4,5,5,1,2,2,3,1,3,3,5,6,3,4,6,7,2,1,4,5,4,6,2,5,2,3,3,3,7,2,4,5,6,6,5,4,1,1,6,3,2,7,2,5,1,3,3,6,2,6,4,24,0,12.5,3,5,1,40.766998291016,-73.525398254395,-1
american eagle,3, ,3,7,1,6,6,7,5,5,5,5,6,7,6,5,3,5,3,3,6,5,5,2,3,3,2,3,2,5,3,5,2,5,3,4,5,4,2,3,4,1,2,2,2,6,5,4,3,4,2,3,5,5,5,5,1,2,3,2,4,4,5,5,4,2,2,5,5,5,5,6,5,6,6,38,0,12.5,5,5,1,40.696304321289,-73.620697021484,-1
J-mart,1, ,3,5,1,4,6,3,5,7,6,7,4,4,4,3,6,3,6,6,3,5,4,2,6,3,3,3,3,6,5,6,4,5,4,6,3,4,3,4,4,1,3,6,2,6,5,4,3,5,4,4,6,7,6,6,5,3,3,3,6,5,4,6,5,5,5,6,2,6,4,4,4,4,4,26,0,12.5,4,5,1,40.726699829102,-73.998100280762,-1
leon.liu,1, ,1,4,1,3,5,5,3,4,4,3,3,3,2,3,4,4,4,5,3,2,3,5,5,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4,1,6,5,5,6,7,5,4,4,5,6,6,5,5,5,6,4,6,4,6,6,5,5,5,7,6,5,6,6,4,5,7,7,6,24,1,87.5,3,1,1,38.912200927734,121.60220336914,-1
H&M,3, ,3,4,1,2,6,3,5,4,4,4,3,3,3,3,3,4,2,6,3,5,5,3,5,5,3,4,3,3,3,3,5,6,3,6,3,5,3,3,3,1,3,4,5,6,4,2,5,6,5,5,5,5,5,5,6,5,5,5,5,5,4,5,4,6,3,5,5,6,4,4,4,4,5,26,0,12.5,4,2,1,40.663192749023,-73.553001403809,-1
Ace Hardware,2, ,2,7,1,4,4,4,4,3,5,5,4,5,5,5,3,6,2,4,6,4,4,4,4,4,4,5,3,4,4,4,7,4,4,4,4,4,4,4,4,1,5,4,3,6,2,4,4,3,3,7,3,4,2,5,4,6,5,2,6,3,1,5,3,5,4,4,5,4,3,3,3,4,5,39,1,137.5,5,1,1,40.653900146484,-73.608200073242,-1
Kroger,1, ,2,10,1,3,5,3,4,6,6,6,6,4,6,3,4,6,6,5,6,6,6,3,7,6,5,5,3,3,3,6,3,6,6,5,6,7,7,6,6,1,5,5,6,6,4,6,3,7,6,3,4,6,4,5,6,2,3,6,6,4,6,6,3,4,2,3,3,3,6,6,6,6,6,21,0,12.5,3,5,1,39.678894042969,-86.127601623535,-1
seven eleven,1, ,3,9,1,6,5,3,5,5,5,5,3,6,5,5,5,6,6,5,4,6,5,4,4,6,5,5,3,4,4,5,3,5,4,5,5,3,5,5,4,1,5,4,6,6,4,6,6,5,5,6,6,6,6,6,3,6,6,5,6,6,6,6,3,6,5,7,5,6,2,5,5,5,5,25,1,12.5,4,2,1,40.722503662109,-73.556800842285,-1
Gap,3, ,2,7,1,4,4,3,3,6,5,4,6,4,7,5,5,3,4,6,7,5,6,5,6,6,5,5,3,6,7,4,5,2,5,3,4,3,6,4,5,1,2,5,6,6,6,6,5,4,4,6,6,5,4,3,7,5,4,2,6,3,2,4,5,3,4,4,7,6,4,6,7,6,7,45,1,112.5,5,2,1,40.696304321289,-73.620697021484,-1
costco,1, ,1,6,1,3,6,6,2,5,5,6,6,5,3,2,6,4,6,4,6,4,6,5,5,3,2,6,3,2,6,5,6,4,3,6,3,4,4,3,6,1,6,4,6,6,5,6,3,2,6,6,5,6,2,4,6,5,5,4,6,6,4,5,3,3,2,6,5,6,6,6,6,6,6,50,0,62.5,4,1,1,40.696304321289,-73.620697021484,-1
COSTCO,1, ,2,6,1,5,7,5,7,5,6,4,7,6,5,6,6,6,6,5,5,6,6,6,7,6,4,6,3,7,7,5,6,7,5,3,5,6,5,6,2,1,5,6,7,6,7,5,6,4,6,6,7,3,2,5,3,6,5,3,4,5,4,4,5,6,6,4,2,5,5,7,6,3,4,21,0,12.5,3,5,1,25.927398681641,-80.180099487305,-1
Target,1, ,3,5,1,2,2,3,6,6,2,6,2,2,2,1,2,2,4,6,6,2,6,6,3,2,4,2,4,2,3,2,2,2,2,2,2,2,2,1,2,1,6,5,4,6,2,2,2,5,2,1,2,6,3,6,6,2,6,2,2,4,7,6,3,6,3,4,5,7,2,2,2,2,2,42,1,37.5,5,1,1,40.766998291016,-73.525398254395,-1
walgreens,3, ,2,7,1,3,3,5,5,1,1,2,5,5,6,3,4,1,4,3,2,6,4,6,5,4,5,2,4,4,4,2,5,6,4,6,3,4,4,2,6,1,4,5,4,6,4,4,4,2,2,4,5,5,6,6,5,3,4,2,3,4,4,5,5,4,4,4,1,3,4,4,4,4,4,31,0,37.5,5,1,1,40.632293701172,-74.402900695801,-1
macy's,3, ,2,4,1,3,4,2,5,7,4,2,3,5,3,4,6,5,4,5,5,4,4,4,6,5,3,4,4,3,4,7,5,7,3,7,5,3,5,5,5,1,6,6,6,6,7,4,7,7,7,5,7,7,7,7,3,5,6,6,6,5,6,7,4,6,7,5,7,6,5,3,4,4,4,24,0,37.5,4,5,1,40.696304321289,-73.620697021484,-1
7/11,1, ,2,7,1,4,5,4,4,3,4,3,5,4,4,4,6,3,5,4,5,3,6,7,3,5,3,4,4,2,4,3,4,4,5,4,4,3,4,2,3,1,5,5,4,6,2,5,5,4,3,5,3,5,3,6,6,4,4,5,4,2,5,3,6,5,6,4,5,5,4,3,4,4,4,35,0,12.5,4,1,1,40.75700378418,-73.581398010254,-1
CVS pharmacy,3, ,3,7,1,4,4,4,6,7,6,7,6,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,3,4,6,6,4,4,4,6,1,4,6,4,6,2,2,3,2,5,2,6,6,6,6,4,2,2,4,4,4,4,6,4,4,2,4,6,6,4,4,4,4,4,48,1,250,5,1,1,40.82209777832,-74.456398010254,-1
Macy's,3, ,1,4,1,6,5,4,6,6,6,6,6,6,6,6,6,3,6,3,6,6,6,6,4,6,4,4,4,4,4,4,4,6,6,6,6,6,2,6,6,1,6,6,6,6,6,6,4,6,6,4,6,6,6,6,6,4,4,4,4,6,6,6,2,6,6,6,4,6,6,6,4,4,6,23,0,12.5,5,5,1,31.685806274414,118.51010131836,-1
Sephore,3, ,3,7,1,6,6,4,6,4,5,7,6,4,5,6,6,7,7,7,7,6,6,6,7,6,4,4,4,5,7,4,3,6,5,7,6,4,4,5,5,1,4,6,6,6,5,6,4,4,6,4,7,7,7,7,5,4,4,4,4,6,5,6,6,6,6,6,6,6,5,7,7,4,5,25,0,12.5,3,2,1,40.672607421875,-73.536399841309,-1
Wal-mart,1, ,2,5,1,5,6,5,6,6,6,5,6,6,6,4,4,4,6,6,6,5,6,5,2,2,5,4,4,6,6,5,2,6,6,6,5,6,2,2,6,1,5,6,5,6,6,5,2,2,2,2,6,6,6,6,2,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,51,0,162.5,5,1,1,39.928894042969,116.38830566406,-1
stop&shop,1, ,2,5,1,6,5,4,5,6,6,6,4,4,5,4,5,4,6,4,5,5,5,5,5,3,5,4,4,3,4,4,4,5,4,6,5,5,4,3,5,1,5,6,4,6,4,4,3,4,4,4,6,6,7,7,3,4,4,4,3,4,5,5,5,6,5,3,5,6,5,5,5,4,4,24,1,12.5,3,5,1,40.696304321289,-73.620697021484,-1
HEB,1, ,3,5,1,4,7,6,6,7,7,6,7,4,5,4,2,2,5,6,7,4,5,4,4,4,5,4,4,6,6,5,4,6,4,6,7,4,6,6,6,1,5,6,4,6,4,2,6,6,6,4,7,4,7,6,6,4,4,4,6,4,6,6,4,7,6,6,6,6,4,5,4,5,5,59,1,62.5,5,1,1,29.770904541016,-95.407203674316,-1
stopshop,1, ,2,5,1,4,3,5,5,7,5,6,5,6,4,4,4,5,6,4,5,5,6,4,5,4,5,4,4,6,4,3,4,6,4,5,5,5,6,5,4,1,5,4,5,6,6,4,4,4,5,4,5,4,4,5,4,6,5,4,5,5,4,5,5,4,4,5,3,4,4,4,4,4,4,22,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
stop shop,1, ,2,9,1,6,6,5,2,7,6,6,5,6,7,7,4,5,5,5,4,6,6,5,7,4,5,4,4,7,5,6,5,4,5,6,4,5,4,5,6,1,7,5,6,6,6,6,6,5,6,5,4,6,5,4,5,5,6,5,6,7,5,7,6,5,5,7,6,5,6,7,7,6,5,38,1,162.5,5,1,1,40.696304321289,-73.620697021484,-1
Target,1, ,2,10,1,6,7,5,6,6,5,7,6,6,7,6,4,5,6,6,6,6,6,6,5,5,5,4,4,5,4,4,4,4,5,5,6,5,6,5,5,1,5,6,4,6,6,6,6,5,5,5,6,6,6,5,5,5,6,6,6,5,6,6,6,6,6,4,6,6,6,5,6,4,6,24,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
Banana Republic,3, ,2,4,1,6,5,7,6,6,5,5,5,5,7,6,5,5,6,4,6,7,6,6,7,5,5,4,4,7,6,6,6,6,5,6,5,5,5,5,7,1,7,5,6,6,7,5,5,6,7,5,5,5,5,5,5,5,7,7,6,6,6,6,6,6,7,5,6,5,5,5,5,5,5,39,0,162.5,5,1,1,40.696304321289,-73.620697021484,-1
CostCo,1, ,2,6,1,4,5,5,5,6,5,3,4,4,3,4,4,3,6,7,7,5,4,4,4,6,5,4,4,5,4,5,5,4,4,6,4,4,4,3,4,1,5,6,2,6,2,2,4,6,6,6,6,6,6,6,6,4,4,2,4,6,6,6,6,6,3,4,4,6,4,4,4,4,4,22,1,37.5,3,5,1,40.696304321289,-73.620697021484,-1
Walmart,1, ,3,10,1,6,4,4,6,6,6,6,4,4,5,6,6,3,5,6,5,6,5,4,4,2,6,4,4,6,4,6,5,6,5,5,5,6,5,6,6,1,4,6,5,6,4,4,6,6,6,5,6,6,6,6,6,6,6,4,6,6,6,6,5,6,5,6,5,6,5,6,4,5,5,40,0,112.5,5,2,1,40.696304321289,-73.620697021484,-1
Stop and Shop,1, ,3,5,1,6,6,6,4,7,7,7,6,4,5,4,4,1,4,7,7,4,4,4,5,4,6,4,4,4,6,7,7,4,4,6,4,4,4,4,7,1,4,7,1,6,7,7,1,4,7,1,7,7,7,7,1,1,1,1,1,4,7,7,6,6,7,7,7,4,4,4,4,4,4,30,1,87.5,5,1,1,40.82209777832,-74.456398010254,-1
 ,1, ,3,5,1,4,6,4,6,6,6,6,5,5,4,4,4,2,6,6,5,4,4,5,5,4,6,4,4,4,4,6,5,5,5,6,5,4,4,4,5,1,4,7,1,6,4,3,3,4,5,3,7,7,7,7,4,3,4,3,3,5,4,6,3,5,4,3,3,3,2,4,3,2,3,25,1,87.5,5,1,1,38,-97,-1
Stop & Shop,1, ,1,5,1,6,3,4,7,4,5,5,5,6,5,2,4,4,5,5,5,5,5,5,5,4,6,4,4,5,4,4,6,5,5,5,4,5,4,6,6,1,5,5,4,6,6,3,5,4,6,4,6,6,6,6,4,4,4,4,4,5,6,5,5,5,6,5,5,4,5,5,5,3,4,25,1,37.5,3,5,1,40.722503662109,-73.556800842285,-1
Best Buy,2, ,1,4,1,4,4,4,6,6,5,5,6,5,6,5,6,5,7,5,3,7,6,6,6,4,6,4,4,4,4,5,7,5,4,6,6,5,5,6,6,1,4,5,5,6,3,3,5,5,7,6,5,6,6,6,5,5,5,6,5,6,5,5,5,5,6,5,5,5,6,7,6,4,5,26,1,12.5,4,5,1,40.779998779297,-73.198303222656,-1
H&M,3, ,3,4,1,6,5,4,6,4,6,6,6,6,6,4,6,5,6,4,4,6,6,5,6,7,6,4,4,4,4,6,6,6,4,6,6,4,6,4,6,1,4,6,4,6,4,4,4,4,4,4,7,7,7,7,4,4,4,4,4,6,6,6,4,4,4,4,4,4,6,6,6,6,6,28,1,87.5,5,1,1,32.44889831543,-93.708801269531,-1
Urban Outfitter,4, ,1,7,1,4,5,5,4,1,5,1,7,4,7,4,4,3,4,7,5,6,7,7,7,7,7,4,4,5,4,4,4,7,7,4,7,4,6,7,7,1,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,5,22,1,37.5,3,5,1,39.17610168457,-86.516799926758,-1
H&M,3, ,2,7,1,7,6,5,6,4,6,6,5,5,5,6,4,6,5,5,7,4,4,5,6,5,4,5,4,6,4,5,6,6,4,6,7,6,5,6,5,1,5,4,7,6,6,5,6,7,5,5,5,6,6,5,6,5,5,6,4,4,6,5,5,7,4,7,4,7,5,5,6,6,6,39,0,87.5,4,3,1,40.696304321289,-73.620697021484,-1
Dave's,1, ,3,5,1,5,5,6,7,7,7,7,7,7,7,3,6,6,7,7,7,7,5,6,7,2,5,5,4,5,4,4,6,7,7,5,7,7,6,4,6,1,6,6,7,6,5,5,6,5,6,6,7,6,7,7,6,5,6,5,6,6,6,5,6,7,6,6,6,6,5,5,5,5,5,24,0,62.5,5,2,1,41.507400512695,-81.60530090332,-1
BJ's,1, ,2,6,1,3,5,5,1,4,5,5,4,2,3,5,2,3,5,2,6,5,4,4,5,4,5,5,4,5,6,5,5,4,6,5,3,3,5,5,5,1,6,5,5,6,2,5,5,2,5,5,6,4,1,5,6,4,6,6,6,5,6,6,5,5,5,5,7,5,6,6,6,5,5,27,0,37.5,4,5,1,40.705795288086,-73.592300415039,-1
banana republic,3, ,3,7,1,5,5,4,6,4,4,4,5,5,3,3,5,3,4,5,5,4,5,4,5,4,5,5,4,5,5,4,4,5,4,6,5,5,4,4,4,1,4,5,2,6,4,4,4,4,5,4,5,5,5,5,4,4,4,4,4,5,5,5,4,4,5,5,5,5,4,5,4,4,4,33,1,37.5,5,5,1,40.714294433594,-74.005996704102,-1
CVS,3, ,3,7,1,5,2,3,6,7,5,5,5,6,4,6,3,5,5,6,4,6,5,5,3,5,5,5,4,6,3,4,3,7,4,2,6,5,6,2,6,1,5,6,6,6,6,4,5,3,4,3,5,5,5,4,4,5,3,6,3,3,6,4,6,2,4,4,5,4,5,4,2,5,6,24,1,87.5,3,5,1,40.696304321289,-73.620697021484,-1
ZARA,3, ,3,7,1,5,6,6,6,6,6,5,7,6,5,6,7,6,5,5,5,5,4,5,6,5,6,5,4,6,4,7,7,4,6,4,5,4,5,6,5,1,5,5,6,6,4,7,6,7,5,4,5,6,3,3,6,2,5,5,5,7,6,7,3,5,6,6,6,6,6,3,5,4,6,56,0,112.5,5,4,1,40.696304321289,-73.620697021484,-1
Stop & Shop,1, ,3,5,1,6,7,7,7,7,4,7,5,5,5,5,6,5,6,6,5,7,6,4,6,6,6,5,4,4,6,6,5,5,5,6,4,3,7,5,5,1,6,6,5,6,6,6,6,7,4,4,7,7,7,7,3,5,6,5,6,6,6,6,3,6,5,6,5,5,6,6,6,5,6,23,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
Target,1, ,3,10,1,5,6,5,4,5,5,6,6,4,5,4,6,5,4,5,4,5,5,5,4,6,6,5,4,5,5,4,6,6,6,5,5,4,6,4,5,1,5,5,5,6,4,4,6,6,4,6,5,5,6,4,5,5,5,4,6,5,6,4,5,6,6,5,5,6,6,5,5,5,6,30,0,87.5,5,1,1,40.696304321289,-73.620697021484,-1
Shoprite,1, ,3,5,1,6,6,7,4,5,6,5,6,4,6,4,5,3,7,6,5,6,6,5,7,6,6,5,4,4,4,4,6,4,5,6,5,3,4,4,6,1,4,7,5,6,4,4,3,4,5,3,7,7,7,7,4,3,3,3,4,6,6,5,6,4,6,6,7,5,5,5,5,2,4,48,0,12.5,4,1,1,40.7333984375,-73.428100585938,-1
Costco,1, ,3,6,1,5,6,5,6,7,4,6,4,6,4,4,4,4,6,6,6,5,4,4,4,4,4,6,4,4,4,4,4,4,6,6,6,6,6,4,4,1,4,4,4,6,6,4,4,4,4,4,2,6,7,6,4,4,4,4,6,6,6,5,5,6,5,2,6,5,4,5,5,4,4,26,0,12.5,3,5,1,40.849899291992,-73.876899719238,-1
Walmart,1, ,3,5,1,6,5,5,6,7,5,6,5,5,5,6,6,6,5,5,6,6,6,5,4,4,4,6,4,5,4,5,5,6,5,4,5,6,4,4,5,1,4,6,4,6,4,5,4,4,4,5,5,6,5,5,4,6,6,6,6,5,6,5,5,5,4,5,6,4,4,4,4,4,4,30,0,12.5,3,5,1,40.722503662109,-73.556800842285,-1
Gap,3, ,1,7,1,5,5,4,6,4,3,5,4,5,4,5,5,4,4,5,4,3,5,6,5,4,5,6,4,5,5,5,5,5,4,5,5,4,5,5,6,1,5,4,5,6,4,4,5,4,4,5,5,4,5,5,4,6,5,4,5,6,5,6,6,5,5,5,4,4,5,5,5,4,4,45,1,112.5,5,1,1,40.744903564453,-73.978202819824,-1
Target,1, ,1,6,1,4,5,5,5,4,5,4,5,5,4,4,3,4,3,4,5,3,5,5,4,5,5,6,4,5,5,5,4,5,4,4,6,4,5,4,5,1,5,4,5,6,5,7,5,4,5,5,6,5,5,5,6,4,5,6,4,6,6,5,6,5,4,5,6,7,5,5,5,5,7,42,0,112.5,5,1,1,40.696304321289,-73.620697021484,-1
Macy's,2, ,3,4,1,4,3,5,6,5,5,5,6,3,2,7,6,6,5,4,5,5,6,5,5,6,5,6,4,4,4,3,6,5,4,3,6,5,6,6,5,1,4,4,5,6,5,5,5,4,6,6,4,5,3,5,6,4,3,5,6,6,6,3,4,5,5,5,3,4,5,5,4,6,5,44,0,87.5,5,1,1,40.745803833008,-73.638999938965,-1
walmart,1, ,3,10,1,6,6,5,6,5,4,4,5,5,5,4,6,6,6,7,6,6,4,6,6,6,5,6,4,4,4,6,6,6,6,4,7,5,5,6,5,1,5,4,4,6,3,6,5,3,5,3,3,7,3,5,3,3,6,7,6,6,3,4,5,5,6,5,3,6,6,6,5,3,6,31,0,87.5,5,1,1,40.75700378418,-73.581398010254,-1
Costco,1, ,3,6,1,5,5,5,5,5,6,4,6,4,5,5,6,4,6,5,5,5,6,5,5,5,6,6,4,6,5,5,5,5,4,5,6,5,4,5,6,1,4,5,4,6,6,5,5,6,5,5,6,6,6,5,6,6,6,5,6,5,5,5,4,5,5,5,5,5,6,7,6,5,6,53,0,12.5,5,1,1,40.696304321289,-73.620697021484,-1
Macy's,3, ,2,4,1,4,5,5,6,6,6,6,6,6,5,5,6,5,6,6,3,5,5,5,6,6,6,6,4,6,5,6,6,6,6,5,6,6,5,5,4,1,6,5,4,6,3,5,6,3,6,6,6,6,5,3,5,5,6,4,6,5,4,5,6,5,6,6,4,6,5,5,6,4,3,46,0,37.5,5,1,1,40.766494750977,-73.827003479004,-1
Macy's,3, ,3,4,1,5,4,6,4,4,4,3,5,7,6,6,5,5,4,5,3,5,3,4,5,7,6,6,4,5,5,2,4,2,4,3,5,5,7,3,5,1,6,4,6,6,5,5,7,6,4,4,5,5,7,5,6,3,4,5,7,5,7,4,6,4,5,5,3,6,6,6,6,6,6,38,0,162.5,5,1,1,40.696304321289,-73.620697021484,-1
Express,3, ,1,7,1,7,4,7,7,4,4,4,7,6,7,5,4,6,4,4,4,6,6,5,6,4,7,6,4,6,6,7,6,6,6,7,5,7,6,5,7,1,5,6,5,6,5,4,6,6,6,5,6,6,6,6,5,5,6,5,6,6,6,5,6,6,6,6,6,6,4,6,5,4,4,31,0,62.5,5,1,1,40.696304321289,-73.620697021484,-1
costco,3, ,3,6,1,4,4,5,6,4,4,5,7,7,6,6,6,5,6,6,7,6,6,4,4,4,6,2,5,5,4,6,7,4,5,7,4,4,6,5,4,1,5,7,5,6,6,6,5,7,7,5,7,7,7,5,5,6,5,7,6,7,7,7,5,6,5,4,6,6,5,6,5,5,5,28,1,62.5,5,1,1,40.696304321289,-73.620697021484,-1
